Date,Mkt-RF,SMB,HML,RF
19951130,100.37,164.36,1928.14,1254.11
19951201,100.13,164.59,1933.73,1254.41
19951204,101.17,163.75,1929.86,1254.71
19951205,101.61,163.24,1928.70,1255.01
19951206,101.79,162.57,1933.14,1255.31
19951207,101.08,163.14,1932.36,1255.61
19951208,101.27,163.29,1926.76,1255.91
19951211,101.51,162.85,1925.80,1256.22
19951212,99.74,162.91,1925.60,1256.52
19951213,100.18,162.75,1925.41,1256.82
19951214,99.17,163.92,1936.58,1257.12
19951215,98.88,163.22,1947.04,1257.42
19951218,97.14,162.40,1971.18,1257.72
19951219,98.10,161.72,1966.25,1258.03
19951220,97.54,164.07,1969.79,1258.33
19951221,98.23,164.00,1962.31,1258.63
19951222,98.54,164.38,1959.36,1258.93
19951226,100.30,164.15,1955.25,1259.23
19951227,100.44,164.48,1954.47,1259.54
19951228,99.94,164.43,1958.37,1259.84
19951229,100.35,164.84,1953.67,1260.14
19960102,100.94,164.23,1953.28,1260.38
19960103,100.86,163.83,1967.35,1260.62
19960104,100.04,163.23,1976.59,1260.86
19960105,99.89,164.34,1976.20,1261.10
19960108,100.13,163.99,1974.62,1261.34
19960109,98.33,164.19,2002.66,1261.58
19960110,96.74,164.63,2007.86,1261.82
19960111,100.87,164.65,1995.01,1262.06
19960112,100.74,164.55,1996.21,1262.30
19960115,100.15,163.87,2011.78,1262.54
19960116,101.18,161.76,2009.37,1262.78
19960117,101.09,162.20,2012.38,1263.02
19960118,101.45,162.52,1999.30,1263.26
19960119,102.03,162.21,1987.31,1263.50
19960122,100.41,162.38,1980.75,1263.74
19960123,100.39,162.91,1978.77,1263.98
19960124,101.05,162.23,1970.46,1264.22
19960125,100.65,162.99,1975.38,1264.46
19960126,101.28,162.37,1967.68,1264.70
19960129,101.65,161.93,1970.24,1264.94
19960130,102.58,161.35,1964.32,1265.18
19960131,103.43,160.82,1959.61,1265.42
19960201,103.88,161.04,1950.79,1265.67
19960202,99.72,161.81,1941.04,1265.92
19960205,100.47,160.99,1933.66,1266.18
19960206,100.68,160.44,1931.34,1266.43
19960207,101.04,159.40,1932.50,1266.68
19960208,101.85,158.86,1922.64,1266.94
19960209,101.93,159.05,1922.84,1267.19
19960212,102.48,158.13,1926.68,1267.44
19960213,102.28,157.65,1934.97,1267.70
19960214,101.81,158.98,1933.03,1267.95
19960215,99.69,159.71,1929.36,1268.20
19960216,99.29,160.79,1930.13,1268.46
19960220,98.95,161.26,1928.59,1268.71
19960221,99.99,160.79,1914.70,1268.97
19960222,101.55,159.92,1903.21,1269.22
19960223,101.63,160.21,1900.36,1269.47
19960226,100.56,161.70,1906.25,1269.73
19960227,100.12,162.14,1911.40,1269.98
19960228,99.93,162.80,1914.07,1270.24
19960229,99.40,163.80,1914.26,1270.49
19960301,99.65,162.94,1925.56,1270.73
19960304,100.92,161.98,1926.14,1270.97
19960305,101.61,161.43,1914.00,1271.21
19960306,101.22,162.11,1919.36,1271.46
19960307,101.40,161.88,1918.78,1271.70
19960308,98.45,162.87,1928.19,1271.94
19960311,99.36,162.61,1917.58,1272.18
19960312,98.87,163.03,1919.31,1272.42
19960313,100.42,163.55,1917.20,1272.66
19960314,100.83,163.85,1915.28,1272.91
19960315,100.17,163.83,1907.43,1273.15
19960318,101.64,162.60,1908.57,1273.39
19960319,101.49,162.90,1915.82,1273.63
19960320,101.21,163.29,1920.23,1273.87
19960321,101.11,163.74,1921.38,1274.12
19960322,101.32,163.76,1919.65,1274.36
19960325,101.01,163.17,1936.93,1274.60
19960326,100.28,162.70,1937.12,1274.84
19960327,99.94,163.71,1938.48,1275.08
19960328,100.04,163.82,1939.45,1275.33
19960329,99.83,165.64,1935.76,1275.57
19960401,100.87,164.50,1930.54,1275.85
19960402,101.08,164.74,1929.76,1276.13
19960403,101.21,165.22,1924.94,1276.41
19960404,101.25,165.57,1925.13,1276.69
19960408,99.56,166.74,1922.44,1276.97
19960409,99.87,167.53,1927.82,1277.25
19960410,98.68,168.97,1927.43,1277.53
19960411,99.46,169.46,1924.35,1277.82
19960412,100.29,168.68,1922.43,1278.10
19960415,101.10,168.58,1915.70,1278.38
19960416,101.59,168.73,1906.31,1278.66
19960417,101.10,169.32,1911.27,1278.94
19960418,101.57,170.05,1901.33,1279.22
19960419,101.79,170.51,1895.24,1279.50
19960422,100.57,170.83,1882.74,1279.78
19960423,101.17,171.12,1878.03,1280.07
19960424,100.00,171.65,1869.95,1280.35
19960425,100.45,171.91,1862.66,1280.63
19960426,100.60,172.53,1861.36,1280.91
19960429,100.69,172.73,1860.43,1281.19
19960430,100.72,172.96,1863.40,1281.47
19960501,100.94,173.70,1863.78,1281.72
19960502,99.32,174.76,1870.67,1281.96
19960503,99.89,175.72,1866.00,1282.21
19960506,99.73,176.27,1863.76,1282.45
19960507,99.59,176.27,1866.55,1282.69
19960508,100.20,174.51,1869.35,1282.94
19960509,100.45,175.40,1866.92,1283.18
19960510,101.54,175.15,1861.13,1283.42
19960513,102.87,174.38,1848.48,1283.67
19960514,103.61,174.55,1847.92,1283.91
19960515,103.59,174.96,1847.00,1284.16
19960516,100.05,175.41,1838.87,1284.40
19960517,100.60,175.48,1841.63,1284.64
19960520,100.59,175.83,1836.84,1284.89
19960521,100.52,176.06,1841.07,1285.13
19960522,101.14,175.73,1850.46,1285.38
19960523,100.88,176.23,1847.50,1285.62
19960524,101.12,176.18,1838.07,1285.86
19960528,100.22,176.27,1842.12,1286.11
19960529,99.54,176.45,1850.78,1286.35
19960530,100.51,176.43,1845.59,1286.60
19960531,100.33,177.88,1836.37,1286.84
19960603,99.75,177.98,1836.18,1287.10
19960604,100.43,177.09,1834.53,1287.36
19960605,101.15,176.19,1831.41,1287.61
19960606,100.37,176.47,1839.47,1287.87
19960607,100.16,175.75,1831.74,1288.13
19960610,100.04,176.45,1834.31,1288.39
19960611,99.92,176.56,1835.04,1288.64
19960612,99.93,177.03,1836.14,1288.90
19960613,99.64,176.38,1838.90,1289.16
19960614,99.55,176.20,1847.17,1289.42
19960617,99.34,175.78,1851.97,1289.68
19960618,98.57,174.16,1866.79,1289.93
19960619,98.45,173.53,1870.71,1290.19
19960620,98.13,172.30,1874.83,1290.45
19960621,98.70,171.85,1868.83,1290.71
19960624,99.03,172.22,1862.85,1290.97
19960625,99.75,171.54,1863.22,1291.22
19960626,98.93,170.36,1876.07,1291.48
19960627,100.61,170.14,1873.64,1291.74
19960628,101.33,171.79,1871.58,1292.00
19960701,102.09,171.10,1868.21,1292.26
19960702,101.80,171.38,1873.25,1292.52
19960703,101.44,171.19,1879.62,1292.77
19960705,99.36,172.61,1886.20,1293.03
19960708,98.51,172.37,1896.01,1293.29
19960709,100.32,171.59,1898.28,1293.55
19960710,100.11,169.74,1915.37,1293.81
19960711,98.13,167.94,1948.12,1294.07
19960712,98.13,167.42,1953.57,1294.33
19960715,95.49,166.76,1994.99,1294.59
19960716,94.98,164.93,1995.99,1294.84
19960717,96.33,167.54,1960.26,1295.10
19960718,97.87,167.72,1933.01,1295.36
19960719,97.10,168.49,1939.39,1295.62
19960722,99.05,167.77,1955.10,1295.88
19960723,97.60,166.46,1987.36,1296.14
19960724,99.74,164.18,1988.35,1296.40
19960725,100.66,165.07,1971.85,1296.66
19960726,101.56,165.38,1955.29,1296.92
19960729,100.76,165.86,1967.41,1297.18
19960730,101.24,165.08,1967.60,1297.44
19960731,101.98,165.31,1956.78,1297.70
19960801,103.59,164.19,1948.17,1297.94
19960802,101.85,163.41,1930.44,1298.19
19960805,101.55,163.87,1935.66,1298.44
19960806,100.31,163.72,1926.37,1298.68
19960807,100.70,164.41,1915.39,1298.93
19960808,100.53,164.53,1918.83,1299.18
19960809,100.25,164.67,1926.89,1299.42
19960812,100.79,163.65,1927.08,1299.67
19960813,99.99,164.13,1934.02,1299.92
19960814,100.38,164.08,1934.22,1300.16
19960815,100.08,164.31,1936.92,1300.41
19960816,100.49,164.11,1945.45,1300.66
19960819,100.07,163.83,1951.28,1300.90
19960820,99.91,163.88,1960.45,1301.15
19960821,99.82,163.85,1962.41,1301.40
19960822,100.68,163.82,1948.48,1301.65
19960823,100.32,164.80,1947.90,1301.89
19960826,99.94,165.28,1949.84,1302.14
19960827,100.35,165.69,1939.90,1302.39
19960828,100.00,166.70,1936.41,1302.64
19960829,99.05,167.82,1941.06,1302.88
19960830,99.37,168.88,1945.52,1303.13
19960903,99.52,168.28,1944.35,1303.42
19960904,99.67,168.84,1946.30,1303.70
19960905,98.69,169.24,1957.20,1303.99
19960906,99.67,168.96,1944.67,1304.28
19960909,100.65,167.99,1939.22,1304.57
19960910,100.70,168.15,1935.54,1304.85
19960911,100.42,167.66,1934.19,1305.14
19960912,101.04,167.49,1927.42,1305.43
19960913,101.29,166.50,1913.73,1305.71
19960916,101.78,166.04,1911.05,1306.00
19960917,101.65,166.25,1906.66,1306.29
19960918,101.47,166.57,1903.42,1306.58
19960919,101.65,166.30,1893.52,1306.86
19960920,102.16,166.15,1892.00,1307.15
19960923,101.96,165.87,1893.52,1307.44
19960924,99.97,166.25,1889.92,1307.73
19960925,100.12,166.85,1883.87,1308.01
19960926,100.20,167.25,1873.32,1308.30
19960927,100.26,167.38,1874.07,1308.59
19960930,100.46,167.47,1876.13,1308.88
19961001,100.49,166.46,1890.58,1309.11
19961002,101.22,166.50,1887.55,1309.35
19961003,101.05,166.51,1889.06,1309.58
19961004,102.16,165.26,1885.66,1309.82
19961007,100.18,164.68,1887.17,1310.06
19961008,99.74,164.75,1893.40,1310.29
19961009,99.49,165.31,1894.91,1310.53
19961010,99.26,165.92,1895.67,1310.76
19961011,99.96,165.36,1893.40,1311.00
19961014,100.40,164.96,1890.37,1311.23
19961015,100.23,165.11,1893.96,1311.47
19961016,100.32,164.65,1897.18,1311.71
19961017,100.56,164.01,1904.77,1311.94
19961018,100.35,163.32,1909.15,1312.18
19961021,100.07,162.65,1923.47,1312.42
19961022,99.33,161.91,1936.93,1312.65
19961023,99.32,161.80,1936.93,1312.89
19961024,98.84,162.74,1941.19,1313.12
19961025,98.64,162.98,1948.38,1313.36
19961028,98.02,162.35,1959.29,1313.60
19961029,98.27,160.68,1973.98,1313.83
19961030,98.24,160.64,1976.15,1314.07
19961031,100.63,160.76,1966.47,1314.31
19961101,100.45,160.34,1969.22,1314.57
19961104,100.27,159.62,1978.87,1314.83
19961105,101.13,158.20,1975.11,1315.09
19961106,102.54,157.23,1963.06,1315.36
19961107,102.96,157.51,1953.84,1315.62
19961108,103.31,157.09,1950.32,1315.88
19961111,103.47,157.29,1948.76,1316.15
19961112,103.24,157.44,1956.17,1316.41
19961113,100.18,157.36,1953.23,1316.67
19961114,100.78,156.90,1949.32,1316.94
19961115,100.06,156.32,1955.17,1317.20
19961118,99.89,156.02,1969.25,1317.46
19961119,100.43,155.26,1974.37,1317.73
19961120,100.63,154.98,1979.11,1317.99
19961121,100.43,155.09,1981.48,1318.25
19961122,101.17,154.98,1974.15,1318.52
19961125,102.17,154.23,1973.16,1318.78
19961126,99.81,154.17,1974.35,1319.05
19961127,99.83,154.87,1971.39,1319.31
19961129,100.27,155.21,1969.02,1319.57
19961202,100.33,155.49,1967.25,1319.86
19961203,99.59,157.60,1970.20,1320.15
19961204,99.26,158.17,1971.58,1320.44
19961205,99.18,158.69,1972.56,1320.74
19961206,98.45,158.33,1973.16,1321.03
19961209,99.80,158.37,1961.32,1321.32
19961210,99.71,159.24,1970.34,1321.61
19961211,98.80,159.28,1968.57,1321.90
19961212,98.71,161.12,1967.39,1322.19
19961213,98.41,160.45,1977.22,1322.48
19961216,97.31,160.72,1991.85,1322.77
19961217,97.77,159.42,1995.84,1323.06
19961218,98.58,159.66,1982.27,1323.35
19961219,100.12,158.01,1975.53,1323.64
19961220,100.41,157.62,1986.79,1323.93
19961223,99.64,157.37,1993.14,1324.23
19961224,100.12,156.78,1988.76,1324.52
19961226,100.57,156.42,1986.57,1324.81
19961227,100.74,156.59,1984.98,1325.10
19961230,100.48,156.75,1990.74,1325.39
19961231,99.45,159.81,1987.55,1325.68
19970102,98.71,159.86,1992.72,1325.95
19970103,100.08,159.38,1975.98,1326.21
19970106,100.10,159.55,1976.58,1326.48
19970107,100.72,159.39,1969.06,1326.74
19970108,100.28,160.14,1978.91,1327.01
19970109,100.72,159.53,1975.55,1327.27
19970110,101.22,159.25,1969.82,1327.54
19970113,101.15,159.39,1974.35,1327.81
19970114,102.28,158.23,1970.40,1328.07
19970115,102.05,158.34,1977.10,1328.34
19970116,102.32,157.97,1971.36,1328.60
19970117,103.05,157.51,1965.84,1328.87
19970120,100.26,157.88,1956.21,1329.13
19970121,100.85,157.09,1951.71,1329.40
19970122,100.44,156.51,1948.98,1329.67
19970123,99.59,157.90,1956.39,1329.93
19970124,98.62,158.45,1963.82,1330.20
19970127,97.91,158.63,1970.50,1330.46
19970128,97.92,159.23,1966.36,1330.73
19970129,98.59,158.18,1962.43,1331.00
19970130,99.78,157.23,1952.61,1331.26
19970131,100.31,157.32,1943.24,1331.53
19970203,100.29,157.42,1949.07,1331.79
19970204,100.12,156.63,1953.94,1332.06
19970205,98.84,157.38,1969.58,1332.33
19970206,99.08,157.07,1966.03,1332.59
19970207,100.03,155.94,1963.28,1332.86
19970210,99.38,155.90,1976.43,1333.13
19970211,99.69,154.55,1984.93,1333.39
19970212,101.21,153.34,1969.45,1333.66
19970213,101.02,152.68,1967.08,1333.93
19970214,100.80,153.10,1974.76,1334.19
19970218,100.71,152.42,1975.94,1334.46
19970219,100.39,153.02,1981.87,1334.73
19970220,99.21,153.57,1991.58,1334.99
19970221,98.96,153.49,2004.92,1335.26
19970224,99.81,152.31,2006.53,1335.53
19970225,100.06,152.13,2007.93,1335.80
19970226,99.31,152.35,2011.15,1336.06
19970227,98.73,153.27,2027.44,1336.33
19970228,98.25,153.24,2033.52,1336.60
19970303,100.39,152.55,2035.55,1336.88
19970304,100.10,153.52,2040.23,1337.16
19970305,101.27,152.82,2026.56,1337.44
19970306,100.96,153.08,2032.44,1337.72
19970307,101.63,152.30,2034.27,1338.00
19970310,102.50,151.64,2033.86,1338.28
19970311,102.25,152.22,2038.74,1338.56
19970312,99.21,152.17,2053.22,1338.84
19970313,97.56,153.13,2057.12,1339.13
19970314,100.31,152.47,2055.68,1339.41
19970317,100.20,151.27,2068.43,1339.69
19970318,99.43,151.69,2072.98,1339.97
19970319,98.78,150.78,2088.11,1340.25
19970320,98.58,151.52,2083.51,1340.53
19970321,98.67,151.04,2088.72,1340.81
19970324,99.14,149.01,2100.42,1341.10
19970325,99.92,149.47,2096.64,1341.38
19970326,100.15,150.21,2079.66,1341.66
19970327,98.10,151.93,2086.52,1341.94
19970331,95.88,152.89,2112.60,1342.22
19970401,96.05,151.71,2117.67,1342.49
19970402,94.92,152.31,2125.30,1342.76
19970403,94.90,151.89,2114.46,1343.03
19970404,95.99,152.23,2082.53,1343.30
19970407,96.73,152.70,2073.36,1343.57
19970408,100.43,152.26,2072.54,1343.83
19970409,99.85,153.54,2081.24,1344.10
19970410,99.58,153.52,2089.98,1344.37
19970411,97.11,154.98,2102.52,1344.64
19970414,97.64,154.05,2095.79,1344.91
19970415,98.81,152.59,2095.79,1345.18
19970416,99.61,151.08,2101.24,1345.45
19970417,99.50,151.35,2102.71,1345.72
19970418,99.92,151.17,2103.76,1345.99
19970421,99.01,151.03,2115.12,1346.25
19970422,100.40,148.79,2108.36,1346.52
19970423,99.97,148.69,2105.40,1346.79
19970424,99.75,149.29,2104.35,1347.06
19970425,98.80,149.57,2112.56,1347.33
19970428,99.60,148.00,2114.67,1347.60
19970429,102.00,145.82,2103.04,1347.87
19970430,102.95,145.21,2091.68,1348.14
19970501,102.85,146.58,2085.83,1348.45
19970502,101.93,147.23,2068.72,1348.76
19970505,104.13,147.15,2040.18,1349.07
19970506,99.69,147.19,2053.84,1349.38
19970507,98.51,148.88,2054.67,1349.69
19970508,98.93,148.09,2053.02,1350.00
19970509,99.43,148.02,2053.23,1350.31
19970512,100.71,146.95,2047.89,1350.62
19970513,100.26,147.59,2049.12,1350.93
19970514,100.61,147.31,2054.04,1351.24
19970515,100.58,147.17,2036.37,1351.56
19970516,99.44,148.63,2047.57,1351.87
19970519,100.27,148.62,2042.66,1352.18
19970520,101.18,147.81,2034.90,1352.49
19970521,101.05,148.92,2022.08,1352.80
19970522,100.78,149.73,2029.96,1353.11
19970523,102.05,149.52,2018.80,1353.42
19970527,102.35,149.80,2003.86,1353.73
19970528,102.24,150.52,2003.26,1354.04
19970529,99.72,151.21,2007.06,1354.36
19970530,100.27,150.85,2012.48,1354.67
19970602,99.95,152.07,2010.07,1354.91
19970603,99.79,152.02,2025.34,1355.15
19970604,99.35,152.74,2033.24,1355.40
19970605,99.77,152.77,2032.23,1355.64
19970606,101.18,151.62,2022.27,1355.89
19970609,101.66,151.31,2019.23,1356.13
19970610,101.80,150.59,2029.53,1356.37
19970611,100.41,150.10,2034.20,1356.62
19970612,101.71,148.66,2034.61,1356.86
19970613,100.98,148.06,2026.67,1357.11
19970616,101.02,148.00,2023.83,1357.35
19970617,101.14,148.28,2020.39,1357.60
19970618,100.76,148.63,2032.92,1357.84
19970619,101.71,148.58,2023.37,1358.08
19970620,101.67,148.13,2022.76,1358.33
19970623,99.80,149.99,2032.87,1358.57
19970624,101.62,148.74,2025.55,1358.82
19970625,100.90,149.49,2033.05,1359.06
19970626,99.50,149.96,2036.10,1359.31
19970627,99.92,150.28,2035.49,1359.55
19970630,99.82,152.41,2025.11,1359.80
19970701,100.37,151.03,2035.03,1360.06
19970702,101.54,149.27,2031.16,1360.31
19970703,102.76,148.14,2024.05,1360.57
19970707,102.40,148.67,2024.86,1360.83
19970708,100.69,148.14,2018.79,1361.09
19970709,99.73,149.46,2021.62,1361.35
19970710,100.57,149.23,2026.27,1361.61
19970711,101.01,149.89,2017.15,1361.87
19970714,101.25,150.35,2007.26,1362.12
19970715,102.01,150.56,1994.01,1362.38
19970716,103.18,150.23,1981.05,1362.64
19970717,102.61,150.52,1986.60,1362.90
19970718,101.16,151.90,1997.13,1363.16
19970721,99.59,151.72,1999.33,1363.42
19970722,101.56,149.66,1988.93,1363.68
19970723,100.28,149.64,1993.31,1363.94
19970724,100.59,149.46,1990.91,1364.20
19970725,100.48,149.79,1993.90,1364.46
19970728,100.25,149.90,2006.46,1364.71
19970729,100.78,149.15,2016.09,1364.97
19970730,101.88,148.62,2016.70,1365.23
19970731,102.06,148.73,2020.93,1365.49
19970801,99.43,149.58,2023.96,1365.77
19970804,99.73,149.70,2021.54,1366.04
19970805,100.34,150.59,2009.81,1366.31
19970806,101.08,150.29,2012.62,1366.59
19970807,100.30,151.50,2019.67,1366.86
19970808,98.49,152.46,2024.52,1367.13
19970811,98.65,151.53,2036.06,1367.41
19970812,97.73,152.52,2049.09,1367.68
19970813,97.47,153.05,2048.06,1367.95
19970814,100.26,153.02,2041.51,1368.23
19970815,98.19,155.01,2052.33,1368.50
19970818,100.81,153.63,2047.40,1368.77
19970819,102.20,153.33,2036.35,1369.05
19970820,103.59,153.14,2023.31,1369.32
19970821,102.32,154.43,2031.20,1369.59
19970822,102.03,154.20,2035.67,1369.87
19970825,101.91,155.24,2041.78,1370.14
19970826,101.30,156.32,2048.52,1370.42
19970827,100.18,157.27,2045.45,1370.69
19970828,99.37,158.81,2053.01,1370.96
19970829,99.79,159.73,2049.11,1371.24
19970902,102.22,157.70,2034.97,1371.53
19970903,102.41,157.51,2042.10,1371.81
19970904,102.70,157.61,2040.05,1372.10
19970905,102.72,158.76,2040.67,1372.39
19970908,103.04,159.22,2043.52,1372.68
19970909,103.32,159.51,2047.61,1372.97
19970910,98.77,161.32,2062.76,1373.26
19970911,98.15,162.34,2061.73,1373.54
19970912,101.19,161.76,2058.43,1373.83
19970915,100.88,162.24,2066.87,1374.12
19970916,103.15,159.89,2058.40,1374.41
19970917,103.06,160.34,2062.72,1374.70
19970918,103.42,159.90,2063.13,1374.99
19970919,103.73,159.97,2050.55,1375.28
19970922,104.24,160.06,2038.65,1375.56
19970923,99.72,161.09,2034.37,1375.85
19970924,99.10,162.05,2042.92,1376.14
19970925,99.39,162.98,2045.57,1376.43
19970926,100.03,162.36,2043.73,1376.72
19970929,100.75,161.97,2037.60,1377.01
19970930,100.31,163.38,2043.10,1377.30
19971001,100.94,162.50,2047.80,1377.55
19971002,101.49,162.43,2049.24,1377.79
19971003,101.98,162.53,2043.70,1378.04
19971006,100.68,162.17,2040.02,1378.29
19971007,101.58,161.67,2025.74,1378.54
19971008,99.39,162.93,2017.84,1378.79
19971009,99.20,163.61,2021.68,1379.04
19971010,98.92,164.46,2024.51,1379.28
19971013,99.02,164.50,2030.78,1379.53
19971014,99.05,163.94,2036.06,1379.78
19971015,98.73,164.02,2038.51,1380.03
19971016,97.69,163.69,2051.15,1380.28
19971017,98.69,162.79,2062.84,1380.53
19971020,99.78,162.45,2055.20,1380.77
19971021,101.65,161.33,2046.78,1381.02
19971022,101.36,161.83,2049.44,1381.27
19971023,99.48,161.67,2060.51,1381.52
19971024,98.67,162.33,2077.20,1381.77
19971027,92.18,162.85,2121.23,1382.02
19971028,95.96,159.95,2069.90,1382.27
19971029,96.03,161.39,2085.22,1382.51
19971030,98.39,161.84,2093.77,1382.76
19971031,99.54,162.00,2081.83,1383.01
19971103,102.31,160.64,2072.67,1383.30
19971104,102.55,160.66,2067.28,1383.59
19971105,102.89,161.08,2058.81,1383.88
19971106,102.37,161.21,2067.04,1384.17
19971107,101.06,160.61,2072.62,1384.46
19971110,100.52,161.35,2088.17,1384.76
19971111,100.57,160.67,2091.30,1385.05
19971112,98.04,160.27,2112.84,1385.34
19971113,98.86,158.87,2100.59,1385.63
19971114,101.21,158.56,2080.21,1385.92
19971117,103.07,157.83,2069.81,1386.21
19971118,102.25,157.81,2084.30,1386.50
19971119,102.71,156.96,2078.88,1386.79
19971120,104.11,155.94,2073.68,1387.08
19971121,104.38,155.24,2075.75,1387.37
19971124,102.62,155.25,2095.47,1387.67
19971125,100.35,154.21,2098.62,1387.96
19971126,100.53,154.27,2102.60,1388.25
19971128,100.36,154.12,2100.71,1388.54
19971201,102.16,152.38,2097.77,1388.85
19971202,101.82,152.03,2112.46,1389.15
19971203,102.36,151.66,2102.95,1389.46
19971204,102.15,152.18,2103.79,1389.76
19971205,103.15,151.60,2096.85,1390.07
19971208,103.19,152.69,2092.03,1390.37
19971209,99.26,152.37,2108.76,1390.68
19971210,98.48,151.50,2127.53,1390.99
19971211,98.42,151.00,2146.89,1391.29
19971212,98.12,150.53,2162.35,1391.60
19971215,98.78,148.37,2176.19,1391.90
19971216,99.37,148.81,2160.95,1392.21
19971217,99.23,149.10,2170.89,1392.52
19971218,98.14,148.78,2182.40,1392.82
19971219,97.48,149.54,2176.07,1393.13
19971222,100.57,149.05,2180.64,1393.44
19971223,99.34,150.60,2198.96,1393.74
19971224,99.42,151.23,2205.77,1394.05
19971226,99.75,150.82,2204.67,1394.36
19971229,101.34,149.65,2194.09,1394.66
19971230,103.13,149.30,2180.27,1394.97
19971231,103.34,150.51,2173.94,1395.28
19980102,103.57,150.47,2162.86,1395.57
19980105,103.80,150.63,2153.12,1395.86
19980106,98.96,151.05,2156.78,1396.16
19980107,98.58,150.49,2157.43,1396.45
19980108,99.18,150.91,2155.49,1396.74
19980109,96.22,151.26,2175.54,1397.04
19980112,96.95,148.92,2178.15,1397.33
19980113,98.40,149.02,2160.29,1397.62
19980114,99.00,149.05,2163.09,1397.92
19980115,98.40,149.95,2166.34,1398.21
19980116,99.46,149.89,2159.62,1398.50
19980120,101.63,149.29,2137.59,1398.80
19980121,100.96,149.73,2140.37,1399.09
19980122,99.20,149.79,2153.64,1399.38
19980123,98.64,150.29,2147.40,1399.68
19980126,98.40,149.42,2157.49,1399.97
19980127,99.35,148.56,2149.29,1400.27
19980128,100.36,148.97,2134.68,1400.56
19980129,101.14,148.64,2128.70,1400.85
19980130,100.73,149.13,2130.62,1401.15
19980202,101.93,147.38,2112.51,1401.44
19980203,102.47,147.68,2110.82,1401.74
19980204,100.22,148.59,2103.43,1402.03
19980205,100.07,149.52,2107.42,1402.33
19980206,100.82,148.75,2108.69,1402.62
19980209,100.73,149.35,2113.54,1402.92
19980210,101.55,149.39,2108.68,1403.21
19980211,101.71,149.41,2114.79,1403.50
19980212,102.07,148.94,2116.48,1403.80
19980213,99.75,149.88,2116.06,1404.09
19980217,99.90,149.22,2126.85,1404.39
19980218,100.80,148.51,2116.64,1404.68
19980219,100.57,149.01,2114.32,1404.98
19980220,100.95,148.46,2115.58,1405.27
19980223,101.39,148.64,2104.16,1405.57
19980224,100.64,149.17,2117.42,1405.86
19980225,101.79,148.73,2110.64,1406.16
19980226,102.36,148.80,2106.84,1406.45
19980227,100.05,148.92,2110.84,1406.75
19980302,99.89,148.99,2124.99,1407.00
19980303,100.34,148.53,2135.40,1407.26
19980304,99.92,149.04,2142.23,1407.51
19980305,98.89,148.90,2154.87,1407.76
19980306,100.72,148.28,2138.93,1408.02
19980309,100.40,147.98,2148.77,1408.27
19980310,101.47,147.27,2144.25,1408.52
19980311,101.98,147.30,2141.68,1408.78
19980312,100.13,147.46,2134.83,1409.03
19980313,100.05,147.82,2140.16,1409.28
19980316,100.88,147.21,2143.16,1409.54
19980317,100.98,146.70,2155.59,1409.79
19980318,101.47,146.36,2154.51,1410.05
19980319,101.87,146.31,2153.44,1410.30
19980320,102.45,145.29,2159.46,1410.55
19980323,102.11,145.73,2157.74,1410.81
19980324,102.98,145.32,2152.13,1411.06
19980325,99.75,145.87,2147.82,1411.31
19980326,99.69,146.29,2141.81,1411.57
19980327,99.60,146.92,2140.74,1411.82
19980330,99.38,147.17,2137.53,1412.08
19980331,100.15,147.19,2132.61,1412.33
19980401,100.75,147.61,2120.88,1412.61
19980402,101.58,146.64,2123.64,1412.90
19980403,101.78,146.40,2123.00,1413.18
19980406,101.46,145.66,2139.56,1413.46
19980407,98.95,145.05,2152.18,1413.74
19980408,98.47,146.10,2152.61,1414.03
19980409,100.81,146.24,2152.83,1414.31
19980413,100.78,146.08,2162.95,1414.59
19980414,101.45,146.27,2167.92,1414.88
19980415,101.83,146.37,2169.22,1415.16
19980416,100.93,147.01,2170.53,1415.44
19980417,102.06,146.29,2158.59,1415.72
19980420,102.24,147.07,2142.40,1416.01
19980421,100.24,147.74,2139.18,1416.29
19980422,100.53,147.43,2136.40,1416.57
19980423,98.87,147.49,2146.44,1416.86
19980424,97.90,147.83,2146.87,1417.14
19980427,95.81,147.45,2159.11,1417.42
19980428,95.95,148.33,2152.63,1417.71
19980429,96.80,148.24,2145.31,1417.99
19980430,98.23,147.75,2135.88,1418.27
19980501,98.82,147.07,2141.43,1418.56
19980504,100.15,147.15,2138.86,1418.84
19980505,99.56,147.19,2141.21,1419.13
19980506,99.17,147.62,2152.56,1419.41
19980507,98.35,147.91,2163.54,1419.69
19980508,99.40,147.20,2152.72,1419.98
19980511,99.15,146.78,2164.99,1420.26
19980512,99.68,145.68,2161.74,1420.55
19980513,99.95,145.59,2163.26,1420.83
19980514,99.77,145.30,2169.31,1421.11
19980515,99.22,145.40,2180.81,1421.40
19980518,98.78,144.66,2182.56,1421.68
19980519,100.38,145.12,2169.24,1421.97
19980520,100.85,143.57,2178.79,1422.25
19980521,100.49,143.58,2189.68,1422.54
19980522,99.94,143.21,2199.10,1422.82
19980526,98.44,142.64,2219.55,1423.10
19980527,98.07,141.57,2209.12,1423.39
19980528,98.62,142.25,2208.67,1423.67
19980529,99.58,143.07,2220.60,1423.96
19980601,99.25,141.43,2246.36,1424.23
19980602,100.18,140.70,2249.06,1424.50
19980603,99.40,141.49,2260.53,1424.77
19980604,100.38,140.97,2243.80,1425.04
19980605,101.84,139.67,2231.68,1425.31
